"province","areaid","areanameen","total","urban","rural","year"
"Lao Cai","70016","Muong Khuong",51610.0926770602,0,51610.0926770602,2006
"Lao Cai","70016","Muong Khuong",51789.7284513734,0,51789.7284513734,2007
"Lao Cai","70016","Muong Khuong",51969.3642256867,0,51969.3642256867,2008
"Lao Cai","70016","Muong Khuong",52149,0,52149,2009
"Lao Cai","70016","Muong Khuong",53302,968,52334,2010
"Lao Cai","70016","Muong Khuong",54456,1936,52520,2011
"Lao Cai","70016","Muong Khuong",55609,2904,52705,2012
"Lao Cai","70016","Muong Khuong",56762,3872,52890,2013
"Lao Cai","70016","Muong Khuong",57916,4840,53076,2014
"Lao Cai","70016","Muong Khuong",59069,5808,53261,2015
"Lao Cai","70016","Muong Khuong",60222,6776,53446,2016
"Lao Cai","70016","Muong Khuong",61375,7744,53631,2017
"Lao Cai","70016","Muong Khuong",62529,8712,53817,2018
"Lao Cai","70016","Muong Khuong",63682,9680,54002,2019
"Lao Cai","70016","Muong Khuong",64902,11124,53778,2020
"Cao Bang","70017","Quang Uyen",38124.4964649759,1209.92310815522,36914.5733568207,1998
"Cao Bang","70017","Quang Uyen",38255.2777279913,1302.6974933256,36952.5802346657,1999
"Cao Bang","70017","Quang Uyen",38386.0589910067,1402.5692329994,36983.4897580073,2000
"Cao Bang","70017","Quang Uyen",38516.8402540221,1510.08014437503,37006.7601096471,2001
"Cao Bang","70017","Quang Uyen",38647.6215170375,1625.8133280239,37021.8081890136,2002
"Cao Bang","70017","Quang Uyen",38778.4027800528,1750.39630790912,37028.0064721437,2003
"Cao Bang","70017","Quang Uyen",38909.1840430682,1884.50440984712,37024.6796332211,2004
"Cao Bang","70017","Quang Uyen",39039.9653060836,2028.86439649162,37011.100909592,2005
"Cao Bang","70017","Quang Uyen",39172.9739795627,2184.38258424285,36988.5913953198,2006
"Cao Bang","70017","Quang Uyen",39305.9826530418,2351.79456658852,36954.1880864533,2007
"Cao Bang","70017","Quang Uyen",39438.9913265209,2532.00807801836,36906.9832485025,2008
"Cao Bang","70017","Quang Uyen",39572,2726,36846,2009
"Cao Bang","70017","Quang Uyen",39423,2934,36488,2010
"Cao Bang","70017","Quang Uyen",39273,3142,36131,2011
"Cao Bang","70017","Quang Uyen",39124,3351,35773,2012
"Cao Bang","70017","Quang Uyen",38974,3559,35416,2013
"Cao Bang","70017","Quang Uyen",38825,3767,35058,2014
"Cao Bang","70017","Quang Uyen",38676,3975,34700,2015
"Cao Bang","70017","Quang Uyen",38526,4183,34343,2016
"Cao Bang","70017","Quang Uyen",38377,4392,33985,2017
"Cao Bang","70017","Quang Uyen",38227,4600,33628,2018
"Cao Bang","70017","Quang Uyen",38078,4808,33270,2019
"Cao Bang","70017","Quang Uyen",37930,5048,32882,2020
"Lao Cai","70018","Si Ma Cai",30164.5577436506,0,30164.5577436506,1998
"Lao Cai","70018","Si Ma Cai",30269.1709228211,0,30269.1709228211,1999
"Lao Cai","70018","Si Ma Cai",30373.7841019916,0,30373.7841019916,2000
"Lao Cai","70018","Si Ma Cai",30478.3972811622,0,30478.3972811622,2001
"Lao Cai","70018","Si Ma Cai",30583.0104603327,0,30583.0104603327,2002
"Lao Cai","70018","Si Ma Cai",30687.6236395032,0,30687.6236395032,2003
"Lao Cai","70018","Si Ma Cai",30792.2368186737,0,30792.2368186737,2004
"Lao Cai","70018","Si Ma Cai",30896.8499978442,0,30896.8499978442,2005
"Lao Cai","70018","Si Ma Cai",31003.3874983832,0,31003.3874983832,2006
"Lao Cai","70018","Si Ma Cai",31109.9249989221,0,31109.9249989221,2007
"Lao Cai","70018","Si Ma Cai",31216.4624994611,0,31216.4624994611,2008
"Lao Cai","70018","Si Ma Cai",31323,0,31323,2009
"Lao Cai","70018","Si Ma Cai",31940,0,31940,2010
"Lao Cai","70018","Si Ma Cai",32556,0,32556,2011
"Lao Cai","70018","Si Ma Cai",33173,0,33173,2012
"Lao Cai","70018","Si Ma Cai",33790,0,33790,2013
"Lao Cai","70018","Si Ma Cai",34406,0,34406,2014
"Lao Cai","70018","Si Ma Cai",35023,0,35023,2015
"Lao Cai","70018","Si Ma Cai",35640,0,35640,2016
"Lao Cai","70018","Si Ma Cai",36257,0,36257,2017
"Lao Cai","70018","Si Ma Cai",36873,0,36873,2018
"Lao Cai","70018","Si Ma Cai",37490,0,37490,2019
"Lao Cai","70018","Si Ma Cai",38139,0,38139,2020
"Cao Bang","70019","Cao Bang",52270.4030086265,21871.0387349281,30399.3642736984,1998
"Cao Bang","70019","Cao Bang",52449.7103250368,22776.9502387058,29672.7600863309,1999
"Cao Bang","70019","Cao Bang",52629.017641447,23720.1079142505,28908.9097271965,2000
"Cao Bang","70019","Cao Bang",52808.3249578572,24702.0335286433,28106.2914292139,2001
"Cao Bang","70019","Cao Bang",52987.6322742675,25724.3106893425,27263.3215849249,2002
"Cao Bang","70019","Cao Bang",53166.9395906777,26788.58734547,26378.3522452077,2003
"Cao Bang","70019","Cao Bang",53346.246907088,27896.5783898544,25449.6685172335,2004
"Cao Bang","70019","Cao Bang",53525.5542234982,29050.0683658751,24475.4858576231,2005
"Cao Bang","70019","Cao Bang",53707.9156676236,30252.6346146396,23455.2810529841,2006
"Cao Bang","70019","Cao Bang",53890.2771117491,31504.6194749028,22385.6576368463,2007
"Cao Bang","70019","Cao Bang",54072.6385558746,32808.0411926687,21264.5973632058,2008
"Cao Bang","70019","Cao Bang",54255,34165,20090,2009
"Cao Bang","70019","Cao Bang",56184,36944,19240,2010
"Cao Bang","70019","Cao Bang",58114,39723,18391,2011
"Cao Bang","70019","Cao Bang",60043,42502,17541,2012
"Cao Bang","70019","Cao Bang",61973,45281,16692,2013
"Cao Bang","70019","Cao Bang",63902,48060,15842,2014
"Cao Bang","70019","Cao Bang",65831,50839,14992,2015
"Cao Bang","70019","Cao Bang",67761,53618,14143,2016
"Cao Bang","70019","Cao Bang",69690,56397,13293,2017
"Cao Bang","70019","Cao Bang",71620,59176,12444,2018
"Cao Bang","70019","Cao Bang",73549,61955,11594,2019
"Cao Bang","70019","Cao Bang",75647,65184,10463,2020
"Cao Bang","70020","Nguyen Binh",37958.5109695476,6769.85123016442,31188.6597393832,1998
"Cao Bang","70020","Nguyen Binh",38090.5336612937,6770.48244012187,31320.0512211718,1999
"Cao Bang","70020","Nguyen Binh",38222.5563530397,6771.03236537545,31451.5239876643,2000
"Cao Bang","70020","Nguyen Binh",38354.5790447858,6771.50154710757,31583.0774976782,2001
"Cao Bang","70020","Nguyen Binh",38486.6017365318,6771.89052377457,31714.7112127573,2002
"Cao Bang","70020","Nguyen Binh",38618.6244282779,6772.19983111895,31846.4245971589,2003
"Cao Bang","70020","Nguyen Binh",38750.6471200239,6772.43000218152,31978.2171178424,2004
"Cao Bang","70020","Nguyen Binh",38882.66981177,6772.58156731353,32110.0882444565,2005
"Cao Bang","70020","Nguyen Binh",39017.0023588275,6773.05602757205,32243.9463312554,2006
"Cao Bang","70020","Nguyen Binh",39151.334905885,6773.45022952876,32377.8846763562,2007
"Cao Bang","70020","Nguyen Binh",39285.6674529425,6773.76470922525,32511.9027437172,2008
"Cao Bang","70020","Nguyen Binh",39420,6774,32646,2009
"Cao Bang","70020","Nguyen Binh",39443,6755,32688,2010
"Cao Bang","70020","Nguyen Binh",39467,6736,32730,2011
"Cao Bang","70020","Nguyen Binh",39490,6718,32773,2012
"Cao Bang","70020","Nguyen Binh",39514,6699,32815,2013
"Cao Bang","70020","Nguyen Binh",39537,6680,32857,2014
"Cao Bang","70020","Nguyen Binh",39560,6661,32899,2015
"Cao Bang","70020","Nguyen Binh",39584,6642,32941,2016
"Cao Bang","70020","Nguyen Binh",39607,6624,32984,2017
"Cao Bang","70020","Nguyen Binh",39631,6605,33026,2018
"Cao Bang","70020","Nguyen Binh",39654,6586,33068,2019
"Cao Bang","70020","Nguyen Binh",39677,6567,33110,2020
"Ha Giang","70021","Xin Man",47446.2464427127,0,47446.2464427127,1998
"Ha Giang","70021","Xin Man",48390.3180962012,0,48390.3180962012,1999
"Ha Giang","70021","Xin Man",49334.3897496898,0,49334.3897496898,2000
"Ha Giang","70021","Xin Man",50278.4614031783,0,50278.4614031783,2001
"Ha Giang","70021","Xin Man",51222.5330566669,0,51222.5330566669,2002
"Ha Giang","70021","Xin Man",52166.6047101554,0,52166.6047101554,2003
"Ha Giang","70021","Xin Man",53110.676363644,0,53110.676363644,2004
"Ha Giang","70021","Xin Man",54054.7480171325,0,54054.7480171325,2005
"Ha Giang","70021","Xin Man",55089.8110128494,0,55089.8110128494,2006
"Ha Giang","70021","Xin Man",56124.8740085663,0,56124.8740085663,2007
"Ha Giang","70021","Xin Man",57159.9370042831,0,57159.9370042831,2008
"Ha Giang","70021","Xin Man",58195,0,58195,2009
"Ha Giang","70021","Xin Man",59175,560,58615,2010
"Ha Giang","70021","Xin Man",60156,1121,59035,2011
"Ha Giang","70021","Xin Man",61136,1682,59455,2012
"Ha Giang","70021","Xin Man",62117,2242,59875,2013
"Ha Giang","70021","Xin Man",63097,2802,60295,2014
"Ha Giang","70021","Xin Man",64077,3363,60714,2015
"Ha Giang","70021","Xin Man",65058,3924,61134,2016
"Ha Giang","70021","Xin Man",66038,4484,61554,2017
"Ha Giang","70021","Xin Man",67019,5044,61974,2018
"Ha Giang","70021","Xin Man",67999,5605,62394,2019
"Ha Giang","70021","Xin Man",69024,6441,62583,2020
"Lai Chau","70022","Phong Tho",33921.026000274,1864.69299174824,32056.3330085258,1998
"Lai Chau","70022","Phong Tho",36542.5627122981,2029.81336008228,34512.7493522158,1999
"Lai Chau","70022","Phong Tho",39164.0994243221,2198.18377045336,36965.9156538687,2000
"Lai Chau","70022","Phong Tho",41785.6361363461,2369.85414496904,39415.7819913771,2001
"Lai Chau","70022","Phong Tho",44407.1728483702,2544.87509448699,41862.2977538832,2002
"Lai Chau","70022","Phong Tho",47028.7095603942,2723.29792756125,44305.4116328329,2003
"Lai Chau","70022","Phong Tho",49650.2462724182,2905.17465950033,46745.0716129179,2004
"Lai Chau","70022","Phong Tho",52271.7829844422,3090.55802153846,49181.2249629038,2005
"Lai Chau","70022","Phong Tho",55796.8372383317,3333.48048110511,52463.3567572266,2006
"Lai Chau","70022","Phong Tho",59321.8914922211,3581.14636390802,55740.7451283131,2007
"Lai Chau","70022","Phong Tho",62846.9457461106,3833.62831993863,59013.3174261719,2008
"Lai Chau","70022","Phong Tho",66372,4091,62281,2009
"Lai Chau","70022","Phong Tho",67699,4220,63480,2010
"Lai Chau","70022","Phong Tho",69027,4349,64678,2011
"Lai Chau","70022","Phong Tho",70354,4477,65877,2012
"Lai Chau","70022","Phong Tho",71681,4606,67075,2013
"Lai Chau","70022","Phong Tho",73009,4735,68274,2014
"Lai Chau","70022","Phong Tho",74336,4864,69472,2015
"Lai Chau","70022","Phong Tho",75663,4993,70671,2016
"Lai Chau","70022","Phong Tho",76990,5121,71869,2017
"Lai Chau","70022","Phong Tho",78318,5250,73068,2018
"Lai Chau","70022","Phong Tho",79645,5379,74266,2019
"Lai Chau","70022","Phong Tho",81043,5518,75525,2020
"Bac Kan","70023","Pac Nam",27971.6609436404,0,27971.6609436404,1998
"Bac Kan","70023","Pac Nam",28159.1545661112,0,28159.1545661112,1999
"Bac Kan","70023","Pac Nam",28346.6481885821,0,28346.6481885821,2000
"Bac Kan","70023","Pac Nam",28534.1418110529,0,28534.1418110529,2001
"Bac Kan","70023","Pac Nam",28721.6354335238,0,28721.6354335238,2002
"Bac Kan","70023","Pac Nam",28909.1290559946,0,28909.1290559946,2003
"Bac Kan","70023","Pac Nam",29096.6226784654,0,29096.6226784654,2004
"Bac Kan","70023","Pac Nam",29284.1163009363,0,29284.1163009363,2005
"Bac Kan","70023","Pac Nam",29477.8372257022,0,29477.8372257022,2006
"Bac Kan","70023","Pac Nam",29671.5581504681,0,29671.5581504681,2007
"Bac Kan","70023","Pac Nam",29865.2790752341,0,29865.2790752341,2008
"Bac Kan","70023","Pac Nam",30059,0,30059,2009
"Bac Kan","70023","Pac Nam",30397,0,30397,2010
"Bac Kan","70023","Pac Nam",30735,0,30735,2011
"Bac Kan","70023","Pac Nam",31073,0,31073,2012
"Bac Kan","70023","Pac Nam",31411,0,31411,2013
"Bac Kan","70023","Pac Nam",31749,0,31749,2014
"Bac Kan","70023","Pac Nam",32087,0,32087,2015
"Bac Kan","70023","Pac Nam",32425,0,32425,2016
"Bac Kan","70023","Pac Nam",32763,0,32763,2017
"Bac Kan","70023","Pac Nam",33101,0,33101,2018
"Bac Kan","70023","Pac Nam",33439,0,33439,2019
"Bac Kan","70023","Pac Nam",33788,0,33788,2020
"Lao Cai","70024","Bat Xat",67142.8741767553,2379.15177992645,64763.7223968288,1998
"Lao Cai","70024","Bat Xat",67399.4461541411,2469.39568316936,64930.0504709717,1999
"Lao Cai","70024","Bat Xat",67656.0181315269,2563.02549719853,65092.9926343284,2000
"Lao Cai","70024","Bat Xat",67912.5901089128,2660.16712925052,65252.4229796622,2001
"Lao Cai","70024","Bat Xat",68169.1620862986,2760.9511337082,65408.2109525904,2002
"Lao Cai","70024","Bat Xat",68425.7340636844,2865.51288254318,65560.2211811412,2003
"Lao Cai","70024","Bat Xat",68682.3060410702,2973.9927419758,65708.3132990944,2004
"Lao Cai","70024","Bat Xat",68938.8780184561,3086.53625557828,65852.3417628778,2005
"Lao Cai","70024","Bat Xat",69207.908513842,3203.87108151642,66004.0374323256,2006
"Lao Cai","70024","Bat Xat",69476.939009228,3325.6161426158,66151.3228666122,2007
"Lao Cai","70024","Bat Xat",69745.969504614,3451.93567892244,66294.0338256916,2008
"Lao Cai","70024","Bat Xat",70015,3583,66432,2009
"Lao Cai","70024","Bat Xat",71287,3785,67501,2010
"Lao Cai","70024","Bat Xat",72559,3988,68571,2011
"Lao Cai","70024","Bat Xat",73830,4190,69640,2012
"Lao Cai","70024","Bat Xat",75102,4393,70710,2013
"Lao Cai","70024","Bat Xat",76374,4595,71779,2014
"Lao Cai","70024","Bat Xat",77646,4797,72848,2015
"Lao Cai","70024","Bat Xat",78918,5000,73918,2016
"Lao Cai","70024","Bat Xat",80189,5202,74987,2017
"Lao Cai","70024","Bat Xat",81461,5405,76057,2018
"Lao Cai","70024","Bat Xat",82733,5607,77126,2019
"Lao Cai","70024","Bat Xat",84067,5835,78232,2020
"Cao Bang","70025","Phuc Hoa",21696.9857359093,6167.71525810216,15529.2704778072,1998
"Cao Bang","70025","Phuc Hoa",21769.6261566504,6290.48224025024,15479.1439164002,1999
"Cao Bang","70025","Phuc Hoa",21842.2665773914,6415.62143860189,15426.6451387895,2000
"Cao Bang","70025","Phuc Hoa",21914.9069981325,6543.1777140746,15371.7292840579,2001
"Cao Bang","70025","Phuc Hoa",21987.5474188735,6673.19676217829,15314.3506566952,2002
"Cao Bang","70025","Phuc Hoa",22060.1878396146,6805.72512834382,15254.4627112707,2003
"Cao Bang","70025","Phuc Hoa",22132.8282603556,6940.81022353006,15192.0180368255,2004
"Cao Bang","70025","Phuc Hoa",22205.4686810966,7078.50034011465,15126.968340982,2005
"Cao Bang","70025","Phuc Hoa",22279.3515108225,7219.24724970347,15060.104261119,2006
"Cao Bang","70025","Phuc Hoa",22353.2343405483,7362.7117611787,14990.5225793696,2007
"Cao Bang","70025","Phuc Hoa",22427.1171702742,7508.94523830382,14918.1719319703,2008
"Cao Bang","70025","Phuc Hoa",22501,7658,14843,2009
"Cao Bang","70025","Phuc Hoa",22536,7800,14736,2010
"Cao Bang","70025","Phuc Hoa",22571,7943,14629,2011
"Cao Bang","70025","Phuc Hoa",22606,8085,14521,2012
"Cao Bang","70025","Phuc Hoa",22641,8227,14414,2013
"Cao Bang","70025","Phuc Hoa",22676,8370,14307,2014
"Cao Bang","70025","Phuc Hoa",22712,8512,14200,2015
"Cao Bang","70025","Phuc Hoa",22747,8654,14093,2016
"Cao Bang","70025","Phuc Hoa",22782,8796,13985,2017
"Cao Bang","70025","Phuc Hoa",22817,8939,13878,2018
"Cao Bang","70025","Phuc Hoa",22852,9081,13771,2019
"Cao Bang","70025","Phuc Hoa",22887,9230,13657,2020
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",181002.984099503,12590.8908235178,168412.093275985,1998
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",182311.689769438,12759.0682678382,169552.621501599,1999
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",183620.395439372,12928.8258217741,170691.569617598,2000
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",184929.101109307,13100.1764856576,171828.924623649,2001
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",186237.806779241,13273.1333595128,172964.673419728,2002
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",187546.512449175,13447.7096437876,174098.802805388,2003
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",188855.21811911,13623.918640091,175231.299479019,2004
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",190163.923789044,13801.7737519347,176362.150037109,2005
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",191519.942841783,13984.7432980886,177535.199543694,2006
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",192875.961894522,14169.4281053343,178706.533789188,2007
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",194231.980947261,14355.8422708876,179876.138676373,2008
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",195588,14544,181044,2009
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",196175,14678,181497,2010
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",196762,14812,181950,2011
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",197349,14946,182403,2012
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",197936,15080,182856,2013
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",198523,15213,183310,2014
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",199110,15347,183763,2015
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",199697,15481,184216,2016
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",200284,15615,184669,2017
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",200871,15749,185122,2018
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",201458,15883,185575,2019
"Tuyen Quang","70026_70030_70047","LamBinh_NaHang_ChiemHoa",202050,16021,186029,2020
"Lao Cai","70027","Bac Ha",51567.5008462784,3761.90560152142,47805.5952447569,1998
"Lao Cai","70027","Bac Ha",51749.7294427564,3804.23678611102,47945.4926566454,1999
"Lao Cai","70027","Bac Ha",51931.9580392345,3846.99660337838,48084.9614358561,2000
"Lao Cai","70027","Bac Ha",52114.1866357126,3890.18914272742,48223.9974929852,2001
"Lao Cai","70027","Bac Ha",52296.4152321907,3933.81853111201,48362.5967010787,2002
"Lao Cai","70027","Bac Ha",52478.6438286688,3977.88893337164,48500.7548952971,2003
"Lao Cai","70027","Bac Ha",52660.8724251468,4022.40455257013,48638.4678725767,2004
"Lao Cai","70027","Bac Ha",52843.1010216249,4067.3696303372,48775.7313912877,2005
"Lao Cai","70027","Bac Ha",53029.0757662187,4113.07900862596,48915.9967575927,2006
"Lao Cai","70027","Bac Ha",53215.0505108124,4159.25091559944,49055.799595213,2007
"Lao Cai","70027","Bac Ha",53401.0252554062,4205.88976223464,49195.1354931716,2008
"Lao Cai","70027","Bac Ha",53587,4253,49334,2009
"Lao Cai","70027","Bac Ha",54762,4382,50380,2010
"Lao Cai","70027","Bac Ha",55937,4511,51426,2011
"Lao Cai","70027","Bac Ha",57112,4641,52472,2012
"Lao Cai","70027","Bac Ha",58287,4770,53518,2013
"Lao Cai","70027","Bac Ha",59462,4899,54563,2014
"Lao Cai","70027","Bac Ha",60638,5028,55609,2015
"Lao Cai","70027","Bac Ha",61813,5157,56655,2016
"Lao Cai","70027","Bac Ha",62988,5287,57701,2017
"Lao Cai","70027","Bac Ha",64163,5416,58747,2018
"Lao Cai","70027","Bac Ha",65338,5545,59793,2019
"Lao Cai","70027","Bac Ha",66581,5684,60897,2020
"Cao Bang","70028","Thach An",29439.8391809886,3617.31079351388,25822.5283874747,1998
"Cao Bang","70028","Thach An",29541.3089790309,3670.76449381505,25870.5444852158,1999
"Cao Bang","70028","Thach An",29642.7787770732,3724.96414154519,25917.814635528,2000
"Cao Bang","70028","Thach An",29744.2485751155,3779.91976722273,25964.3288078928,2001
"Cao Bang","70028","Thach An",29845.7183731579,3835.6415327788,26010.0768403791,2002
"Cao Bang","70028","Thach An",29947.1881712002,3892.13973324608,26055.0484379541,2003
"Cao Bang","70028","Thach An",30048.6579692425,3949.42479846898,26099.2331707736,2004
"Cao Bang","70028","Thach An",30150.1277672849,4007.50729483553,26142.6204724493,2005
"Cao Bang","70028","Thach An",30253.3458254636,4066.6329268978,26186.7128985658,2006
"Cao Bang","70028","Thach An",30356.5638836424,4126.58284659287,26229.9810370496,2007
"Cao Bang","70028","Thach An",30459.7819418212,4187.3681304388,26272.4138113824,2008
"Cao Bang","70028","Thach An",30563,4249,26314,2009
"Cao Bang","70028","Thach An",30489,4287,26202,2010
"Cao Bang","70028","Thach An",30414,4325,26089,2011
"Cao Bang","70028","Thach An",30340,4363,25977,2012
"Cao Bang","70028","Thach An",30266,4401,25865,2013
